sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
PMAIP1__57567020__FWD__0	PMAIP1__57567020	2901.3	9579.5/8962	2901.3	9270.8	1.6756	1.9066e+05	3.8607e+06	3.2417	0.99936	0.00063883	0.0012777	0.45859	True
KIAA1429__P1P2__primarysecondary__FWD__61	KIAA1429__P1P2	2230.5	7226.9/7893	2230.5	7559.9	1.7606	2.2186e+05	2.9681e+06	3.0935	0.9989	0.0010962	0.0021924	0.75882	True
ZNF532_+_56530707.23-P2	ZNF532__P2	1945.5	6880.7/6828.5	1945.5	6854.6	1.8164	1360.4	2.5889e+06	3.051	0.99871	0.0012862	0.0025724	0.85964	True
SUFU__104263513__RVS__29	SUFU__104263513	2086.9	5532.5/8192	2086.9	6862.2	1.7168	3.5363e+06	2.7771e+06	2.8655	0.99767	0.0023263	0.0046526	1	True
TADA2B_-_7045121.23-P1P2	TADA2B__P1P2	1888.1	6092.6/6614.5	1888.1	6353.5	1.7501	1.362e+05	2.5125e+06	2.8171	0.99726	0.0027432	0.0054864	1	True
MAD2L1BP_-_43603663.23-P1P2	MAD2L1BP__P1P2	1275.8	14.148/10.192	1275.8	12.17	-6.5991	7.8237	1.6977e+06	2.7736	0.0027716	0.99723	0.0055431	1	False
KIAA1429_+_95565606.23-P1P2	KIAA1429__P1P2	2380.4	6985.5/7544.2	2380.4	7264.9	1.6093	1.5606e+05	3.1675e+06	2.7445	0.99667	0.003332	0.006664	1	True
ZNF532__P1__primarysecondary__RVS__95	ZNF532__P1	2005.1	6566.9/6240.8	2005.1	6403.9	1.6748	53186	2.6681e+06	2.693	0.99602	0.003978	0.007956	1	True
KIAA1429_-_95565479.23-P1P2	KIAA1429__P1P2	2668.5	7952.6/7342.6	2668.5	7647.6	1.5186	1.86e+05	3.5509e+06	2.6423	0.99553	0.0044674	0.0089347	1	True
HDAC7_-_48213211.23-P1P2	HDAC7__P1P2	1050.4	33.288/5.6621	1050.4	19.475	-5.6823	381.6	1.3977e+06	2.5435	0.0054881	0.99451	0.010976	1	False
PMVK_+_154909206.23-P1P2	PMVK__P1P2	1190.7	21.637/26.046	1190.7	23.842	-5.5841	9.717	1.5845e+06	2.5189	0.0058868	0.99411	0.011774	1	False
AATF_-_35306312.23-P1P2	AATF__P1P2	811.18	17.476/15.854	811.18	16.665	-5.5228	1.3161	1.0794e+06	2.5082	0.0060667	0.99393	0.012133	1	False
CYP51A1__P1P2__primary__RVS__61	CYP51A1__P1P2	2362.3	6603.6/6981.4	2362.3	6792.5	1.5233	71382	3.1435e+06	2.4987	0.99314	0.006859	0.013718	1	True
INTS10__P1P2__primary__FWD__93	INTS10__P1P2	2342.1	53.261/79.27	2342.1	66.265	-5.1224	338.22	3.1166e+06	2.4565	0.0070142	0.99299	0.014028	1	False
ZNF787_+_56632559.23-P1P2	ZNF787__P1P2	2007.2	5634.9/6376.7	2007.2	6005.8	1.5807	2.7514e+05	2.671e+06	2.4466	0.9919	0.008098	0.016196	1	True
CYP51A1_+_91763777.23-P1P2	CYP51A1__P1P2	1617	5246.2/5115.2	1617	5180.7	1.6792	8589.2	2.1518e+06	2.4294	0.99126	0.0087438	0.017488	1	True
PMVK_-_154909257.23-P1P2	PMVK__P1P2	1703.2	24.966/67.946	1703.2	46.456	-5.1663	923.61	2.2664e+06	2.4284	0.0075832	0.99242	0.015166	1	False
C7orf26__P1P2__primary__RVS__32	C7orf26__P1P2	1888.1	94.872/11.324	1888.1	53.098	-5.126	3490.1	2.5125e+06	2.428	0.0075922	0.99241	0.015184	1	False
SAE1__P1P2__secondary__FWD__28	SAE1__P1P2	1500.1	49.1/30.575	1500.1	39.838	-5.2	171.58	1.9962e+06	2.4279	0.0075926	0.99241	0.015185	1	False
CEP63_-_134205066.23-P1P2	CEP63__P1P2	1088.7	23.302/33.973	1088.7	28.637	-5.2003	56.935	1.4487e+06	2.4182	0.0077993	0.9922	0.015599	1	False
MCTS1_+_119737979.23-P1P2	MCTS1__P1P2	1776.5	38.282/67.946	1776.5	53.114	-5.0377	439.98	2.364e+06	2.3985	0.0082315	0.99177	0.016463	1	False
C7orf26_+_6629657.23-P1P2	C7orf26__P1P2	1506.5	39.946/53.224	1506.5	46.585	-4.9855	88.153	2.0046e+06	2.3716	0.0088554	0.99114	0.017711	1	False
ZNF532_+_56532124.23-P1	ZNF532__P1	1806.3	5826.3/5106.1	1806.3	5466.2	1.597	2.5933e+05	2.4036e+06	2.3607	0.98961	0.010387	0.020775	1	True
POLR1B_-_113300081.23-P1P2	POLR1B__P1P2	1193.9	64.08/10.192	1193.9	37.136	-4.9696	1452	1.5887e+06	2.358	0.0091878	0.99081	0.018376	1	False
CDC26__P1P2__secondary__FWD__44	CDC26__P1P2	1280	51.597/29.443	1280	40.52	-4.9473	245.39	1.7033e+06	2.3538	0.0092911	0.99071	0.018582	1	False
DDX10_+_108536212.23-P1P2	DDX10__P1P2	1282.1	48.268/33.973	1282.1	41.12	-4.929	102.18	1.7061e+06	2.3489	0.0094133	0.99059	0.018827	1	False
LEO1__P1P2__primary__FWD__36	LEO1__P1P2	1959.4	5503.4/5988.3	1959.4	5745.8	1.5516	1.1756e+05	2.6073e+06	2.345	0.98928	0.01072	0.02144	1	True
STX4_-_31045235.23-P1P2	STX4__P1P2	1220.5	4753.6/3650.9	1220.5	4202.3	1.7829	6.0789e+05	1.6241e+06	2.3397	0.98839	0.011612	0.023224	1	True
ZNF532_-_56530918.23-P2	ZNF532__P2	1619.2	4924.2/5180.8	1619.2	5052.5	1.6411	32942	2.1546e+06	2.339	0.98882	0.011176	0.022352	1	True
ZNF532__P1__primarysecondary__FWD__37	ZNF532__P1	2528.1	6264/7363	2528.1	6813.5	1.43	6.0391e+05	3.3642e+06	2.3364	0.98937	0.010628	0.021256	1	True
ZAR1L_-_32889503.23-P1P2	ZAR1L__P1P2	2546.2	98.2/108.71	2546.2	103.46	-4.6079	55.256	3.3882e+06	2.3352	0.0097658	0.99023	0.019532	1	False
SMARCC1_+_47823326.23-P1P2	SMARCC1__P1P2	1227.9	30.792/54.356	1227.9	42.574	-4.8178	277.65	1.634e+06	2.3177	0.010233	0.98977	0.020466	1	False
DDX10__P1P2__primarysecondary__RVS__65	DDX10__P1P2	1085.5	45.771/31.708	1085.5	38.74	-4.7729	98.89	1.4444e+06	2.3036	0.010623	0.98938	0.021246	1	False
ANAPC13__P1P2__primary__RVS__49	ANAPC13__P1P2	1805.2	42.443/97.389	1805.2	69.916	-4.6707	1509.5	2.4022e+06	2.3017	0.010677	0.98932	0.021354	1	False
NEDD8-MDP1__P1P2__primarysecondary__FWD__40	NEDD8-MDP1__P1P2	2129.5	45.771/131.36	2129.5	88.566	-4.5721	3662.8	2.8337e+06	2.2951	0.010865	0.98914	0.021729	1	False
SMN2__69345238__RVS__469	SMN2__69345238	1782.9	105.69/36.238	1782.9	70.964	-4.6316	2411.8	2.3725e+06	2.2897	0.011019	0.98898	0.022038	1	False
MYO9B_-_17186660.23-P1P2	MYO9B__P1P2	2118.8	5486.7/6424.2	2118.8	5955.5	1.4905	4.3946e+05	2.8195e+06	2.2849	0.98755	0.012448	0.024896	1	True
WDR70__P1P2__primary__RVS__76	WDR70__P1P2	1971.1	69.905/95.124	1971.1	82.515	-4.5615	317.98	2.6229e+06	2.2817	0.011252	0.98875	0.022504	1	False
ANAPC13_-_134204795.23-P1P2	ANAPC13__P1P2	1431	59.087/53.224	1431	56.155	-4.647	17.186	1.9042e+06	2.2771	0.01139	0.98861	0.02278	1	False
PRKDC__P1P2__primarysecondary__FWD__31	PRKDC__P1P2	1227.9	44.939/49.827	1227.9	47.383	-4.6668	11.944	1.634e+06	2.2765	0.011409	0.98859	0.022818	1	False
ZNF532_+_56531105.23-P2	ZNF532__P2	1877.5	5280.4/5648.5	1877.5	5464.4	1.5408	67780	2.4984e+06	2.2693	0.98683	0.013172	0.026343	1	True
LEO1_+_52263963.23-P1P2	LEO1__P1P2	1867.9	4945/5894.3	1867.9	5419.6	1.5362	4.5059e+05	2.4856e+06	2.2528	0.98624	0.013762	0.027523	1	True
CBLL1_-_107384635.23-P1P2	CBLL1__P1P2	1678.7	5300.3/4758.5	1678.7	5029.4	1.5825	1.4681e+05	2.2338e+06	2.2419	0.98564	0.014362	0.028724	1	True
ORC5_-_103848430.23-P1P2	ORC5__P1P2	2015.7	129.82/62.283	2015.7	96.054	-4.3771	2280.9	2.6823e+06	2.2333	0.012764	0.98724	0.025527	1	False
RPS13_+_17099153.23-P1P2	RPS13__P1P2	1220.5	86.549/19.251	1220.5	52.9	-4.5022	2264.5	1.6241e+06	2.2307	0.01285	0.98715	0.025699	1	False
NDUFS8_-_67798204.23-P1P2	NDUFS8__P1P2	1431	62.415/77.005	1431	69.71	-4.34	106.43	1.9042e+06	2.1914	0.01421	0.98579	0.02842	1	False
ANAPC13_+_134204787.23-P1P2	ANAPC13__P1P2	1802	104.03/80.402	1802	92.214	-4.2737	279.04	2.3979e+06	2.1909	0.014231	0.98577	0.028462	1	False
ISCA1__P1P2__primary__FWD__40	ISCA1__P1P2	1375.7	78.227/57.754	1375.7	67.991	-4.3187	209.59	1.8306e+06	2.1834	0.014504	0.9855	0.029007	1	False
CBLL1_-_107384632.23-P1P2	CBLL1__P1P2	2047.6	6167.5/5090.3	2047.6	5628.9	1.4585	5.8021e+05	2.7247e+06	2.1696	0.98317	0.016827	0.033654	1	True
MAD2L1BP_-_43603982.23-P1P2	MAD2L1BP__P1P2	1314	114.84/19.251	1314	67.048	-4.2724	4569	1.7486e+06	2.1682	0.015071	0.98493	0.030141	1	False
ORC5_-_103848433.23-P1P2	ORC5__P1P2	1707.4	37.449/152.88	1707.4	95.163	-4.151	6661.8	2.272e+06	2.1503	0.015765	0.98424	0.03153	1	False
PIGY_-_89444569.23-P1P2	PIGY__P1P2	1855.2	96.536/115.51	1855.2	106.02	-4.1164	179.96	2.4687e+06	2.1488	0.015826	0.98417	0.031652	1	False
ZNF532_+_56531181.23-P2	ZNF532__P2	2319.8	6186.6/5990.5	2319.8	6088.6	1.3917	19227	3.0869e+06	2.1451	0.98238	0.017618	0.035237	1	True
NRF1__P1P2__secondary__RVS__63	NRF1__P1P2	1449.1	112.35/47.562	1449.1	79.955	-4.1629	2098.6	1.9282e+06	2.1415	0.016118	0.98388	0.032237	1	False
ILK_+_6625020.23-P1P2	ILK__P1P2	1470.3	76.563/87.197	1470.3	81.88	-4.1499	56.538	1.9565e+06	2.1386	0.016234	0.98377	0.032468	1	False
MIEF1_+_39898380.23-P1P2	MIEF1__P1P2	1672.3	155.62/37.37	1672.3	96.496	-4.1012	6991.8	2.2253e+06	2.134	0.016421	0.98358	0.032843	1	False
MMAB__P1P2__primary__FWD__36	MMAB__P1P2	2024.2	127.33/118.9	2024.2	123.12	-4.0283	35.473	2.6936e+06	2.1339	0.016427	0.98357	0.032854	1	False
MAD2L1BP__P1P2__secondary__FWD__75	MAD2L1BP__P1P2	1476.7	38.282/129.1	1476.7	83.689	-4.125	4123.7	1.965e+06	2.1316	0.016518	0.98348	0.033036	1	False
XRCC1__P1P2__primary__RVS__15	XRCC1__P1P2	2302.8	171.43/124.57	2302.8	148	-3.9506	1098.3	3.0643e+06	2.1306	0.016559	0.98344	0.033118	1	False
GNB2L1_+_180670873.23-P1P2	GNB2L1__P1P2	2441	172.27/150.61	2441	161.44	-3.9101	234.45	3.2482e+06	2.1291	0.016623	0.98338	0.033245	1	False
C6orf47_-_31628496.23-P1P2	C6orf47__P1P2	1189.7	98.2/35.105	1189.7	66.653	-4.1375	1990.5	1.5831e+06	2.1264	0.016735	0.98326	0.033471	1	False
POLR1B_-_113300298.23-P1P2	POLR1B__P1P2	1302.3	56.59/90.594	1302.3	73.592	-4.1271	578.13	1.733e+06	2.126	0.01675	0.98325	0.033501	1	False
ASUN_+_27090863.23-P1P2	ASUN__P1P2	1382.1	112.35/45.297	1382.1	78.822	-4.1149	2247.9	1.8391e+06	2.1251	0.016791	0.98321	0.033581	1	False
UHRF1__P1P2__secondary__FWD__69	UHRF1__P1P2	1463.9	46.604/123.43	1463.9	85.019	-4.09	2951.5	1.9481e+06	2.1209	0.016964	0.98304	0.033927	1	False
ASUN_-_27090898.23-P1P2	ASUN__P1P2	2128.4	133.15/142.69	2128.4	137.92	-3.9381	45.434	2.8322e+06	2.1144	0.017241	0.98276	0.034481	1	False
CYP51A1__P1P2__primary__FWD__33	CYP51A1__P1P2	2410.1	6549.5/5837.7	2410.1	6193.6	1.3613	2.5334e+05	3.2071e+06	2.1126	0.98099	0.019011	0.038023	1	True
SMN1__70220656__FWD__94	SMN1__70220656	2060.4	98.2/167.6	2060.4	132.9	-3.9444	2408.1	2.7417e+06	2.1116	0.017362	0.98264	0.034723	1	False
RAD9A_-_67159466.23-P1P2	RAD9A__P1P2	1501.2	83.221/96.256	1501.2	89.738	-4.0492	84.962	1.9976e+06	2.1106	0.017405	0.98259	0.03481	1	False
CEP63__P1P2__secondary__FWD__59	CEP63__P1P2	1623.4	88.214/109.85	1623.4	99.03	-4.0214	233.96	2.1603e+06	2.1082	0.017509	0.98249	0.035018	1	False
SAE1__P1P2__secondary__FWD__25	SAE1__P1P2	1425.7	122.33/48.694	1425.7	85.514	-4.0436	2711.4	1.8971e+06	2.1058	0.017609	0.98239	0.035219	1	False
UBA3_+_69129471.23-P1P2	UBA3__P1P2	1946.6	111.52/151.74	1946.6	131.63	-3.8762	809.2	2.5903e+06	2.0838	0.01859	0.98141	0.037181	1	False
DDX10_-_108536187.23-P1P2	DDX10__P1P2	1105.7	47.436/89.462	1105.7	68.449	-3.9941	883.08	1.4713e+06	2.0834	0.018608	0.98139	0.037216	1	False
EIF3F__P1P2__primarysecondary__FWD__61	EIF3F__P1P2	1895.6	85.717/169.86	1895.6	127.79	-3.8803	3540.3	2.5224e+06	2.0818	0.018682	0.98132	0.037364	1	False
TMEM68__P1P2__primary__RVS__32	TMEM68__P1P2	1762.7	88.214/144.95	1762.7	116.58	-3.9069	1609.5	2.3456e+06	2.0817	0.018683	0.98132	0.037366	1	False
PMVK_+_154909114.23-P1P2	PMVK__P1P2	1448	44.107/141.55	1448	92.83	-3.9489	4747.9	1.9268e+06	2.0788	0.018818	0.98118	0.037636	1	False
POLR1B_+_113300085.23-P1P2	POLR1B__P1P2	1252.4	89.878/69.078	1252.4	79.478	-3.9611	216.33	1.6665e+06	2.0761	0.018944	0.98106	0.037888	1	False
IMMT__P1P2__primary__RVS__63	IMMT__P1P2	1381	44.939/132.49	1381	88.716	-3.9453	3832.9	1.8377e+06	2.0752	0.018983	0.98102	0.037967	1	False
SMN2__69345238__RVS__1	SMN2__69345238	1353.4	118.17/56.621	1353.4	87.397	-3.9375	1894.3	1.8009e+06	2.072	0.019134	0.98087	0.038268	1	False
RPL9_+_39460483.23-P1P2	RPL9__P1P2	1258.8	73.234/89.462	1258.8	81.348	-3.9353	131.66	1.675e+06	2.0686	0.019293	0.98071	0.038586	1	False
GPR137_-_64052395.23-P1	GPR137__P1	2389.9	6425.5/5731.2	2389.9	6078.3	1.3463	2.41e+05	3.1803e+06	2.0683	0.97878	0.021219	0.042439	1	True
IPO7_-_9406180.23-P1P2	IPO7__P1P2	1640.4	110.68/116.64	1640.4	113.66	-3.8395	17.739	2.1829e+06	2.055	0.019941	0.98006	0.039883	1	False
UQCRC2_+_21964884.23-P1P2	UQCRC2__P1P2	1543.7	114.84/103.05	1543.7	108.95	-3.8124	69.547	2.0542e+06	2.0421	0.020571	0.97943	0.041141	1	False
FDXR__P1P2__primary__RVS__81	FDXR__P1P2	2118.8	156.45/168.73	2118.8	162.59	-3.6958	75.356	2.8195e+06	2.0407	0.02064	0.97936	0.041281	1	False
RPL14_+_40499019.23-P1P2	RPL14__P1P2	1635.1	173.1/61.151	1635.1	117.12	-3.7919	6266.2	2.1758e+06	2.0403	0.020659	0.97934	0.041318	1	False
NUTF2__P1P2__primary__RVS__67	NUTF2__P1P2	1595.8	94.872/134.76	1595.8	114.82	-3.7853	795.49	2.1235e+06	2.0364	0.020857	0.97914	0.041714	1	False
ORC5_+_103848420.23-P1P2	ORC5__P1P2	1998.7	127.33/176.66	1998.7	151.99	-3.7082	1216.8	2.6597e+06	2.0364	0.020857	0.97914	0.041714	1	False
UBA3__P1P2__primarysecondary__FWD__68	UBA3__P1P2	1842.4	114.01/160.8	1842.4	137.41	-3.7354	1094.7	2.4517e+06	2.0348	0.020938	0.97906	0.041876	1	False
RPL34_+_109541928.23-P1P2	RPL34__P1P2	1448	136.48/71.343	1448	103.91	-3.7878	2121.6	1.9268e+06	2.0306	0.02115	0.97885	0.042299	1	False
UBA3__P1P2__primarysecondary__FWD__69	UBA3__P1P2	1839.2	191.41/88.329	1839.2	139.87	-3.7075	5312.6	2.4474e+06	2.026	0.021381	0.97862	0.042761	1	False
GTF3C4__P1P2__primary__FWD__36	GTF3C4__P1P2	1756.3	73.234/193.64	1756.3	133.44	-3.7083	7249.3	2.3371e+06	2.0214	0.021617	0.97838	0.043234	1	False
C1QTNF9B-AS1_+_24463433.23-P1P2	C1QTNF9B-AS1__P1P2	1416.1	109.02/99.653	1416.1	104.34	-3.7499	43.858	1.8844e+06	2.0178	0.021804	0.9782	0.043609	1	False
RPL9_+_39460504.23-P1P2	RPL9__P1P2	1080.2	78.227/78.137	1080.2	78.182	-3.7712	0.004058	1.4373e+06	2.0167	0.021862	0.97814	0.043724	1	False
ZAR1L_-_32889550.23-P1P2	ZAR1L__P1P2	1953	223.86/86.064	1953	154.96	-3.6471	9494.3	2.5988e+06	2.0146	0.021974	0.97803	0.043948	1	False
AATF_-_35306346.23-P1P2	AATF__P1P2	948.32	80.724/57.754	948.32	69.239	-3.7566	263.82	1.2619e+06	2.013	0.022059	0.97794	0.044118	1	False
CEP63__P1P2__secondary__FWD__66	CEP63__P1P2	1810.5	83.221/200.44	1810.5	141.83	-3.6648	6870.1	2.4093e+06	2.0112	0.02215	0.97785	0.044301	1	False
BAD__P1P2__secondary__FWD__29	BAD__P1P2	2594.1	5602.4/7045.9	2594.1	6324.2	1.2853	1.0419e+06	3.4519e+06	2.0077	0.97568	0.024316	0.048633	1	True
CHEK1_-_125495912.23-P1P2	CHEK1__P1P2	2559	339.54/118.9	2559	229.22	-3.475	24340	3.4052e+06	2.005	0.022481	0.97752	0.044961	1	False
ILK_-_6625025.23-P1P2	ILK__P1P2	1487.3	100.7/133.63	1487.3	117.16	-3.6549	542.16	1.9792e+06	1.9916	0.023207	0.97679	0.046415	1	False
MCTS1_+_119737992.23-P1P2	MCTS1__P1P2	1569.2	118.17/131.36	1569.2	124.77	-3.6421	86.961	2.0881e+06	1.9913	0.023222	0.97678	0.046445	1	False
SMARCC1_+_47823295.23-P1P2	SMARCC1__P1P2	1426.7	124.83/99.653	1426.7	112.24	-3.6562	316.96	1.8985e+06	1.9896	0.023318	0.97668	0.046636	1	False
PIGY__P1P2__secondary__RVS__43	PIGY__P1P2	1863.7	143.97/167.6	1863.7	155.79	-3.5721	279.12	2.48e+06	1.9857	0.023535	0.97646	0.04707	1	False
PRKDC__P1P2__primarysecondary__RVS__64	PRKDC__P1P2	1925.3	171.43/159.67	1925.3	165.55	-3.5318	69.18	2.562e+06	1.9769	0.024026	0.97597	0.048052	1	False
SGK223__P1P2__secondary__FWD__69	SGK223__P1P2	2123.1	5564.1/5307.7	2123.1	5435.9	1.3559	32885	2.8252e+06	1.9709	0.97283	0.027171	0.054342	1	True
RAD17_+_68665711.23-P1P2	RAD17__P1P2	2030.6	182.25/178.92	2030.6	180.59	-3.4839	5.5447	2.7021e+06	1.9687	0.024496	0.9755	0.048992	1	False
GPR137__P1__primarysecondary__FWD__245	GPR137__P1	2293.2	6368.9/5086.9	2293.2	5727.9	1.3203	8.2179e+05	3.0515e+06	1.9662	0.97279	0.027213	0.054427	1	True
CEP63_-_134204602.23-P1P2	CEP63__P1P2	1644.7	171.43/108.71	1644.7	140.07	-3.5442	1967	2.1886e+06	1.9646	0.024731	0.97527	0.049462	1	False
NUTF2__P1P2__primary__RVS__61	NUTF2__P1P2	1335.3	47.436/175.53	1335.3	111.48	-3.5705	8203.5	1.7769e+06	1.9599	0.025003	0.975	0.050006	1	False
NAE1_+_66864833.23-P1P2	NAE1__P1P2	1782.9	190.58/122.3	1782.9	156.44	-3.5022	2330.6	2.3725e+06	1.9589	0.02506	0.97494	0.050121	1	False
TRIM52_-_180688099.23-P1P2	TRIM52__P1P2	1422.5	165.61/74.74	1422.5	120.17	-3.5543	4128.6	1.8929e+06	1.9578	0.025125	0.97487	0.05025	1	False
CHEK1__P1P2__primary__FWD__56	CHEK1__P1P2	2583.4	243/274.05	2583.4	258.53	-3.3159	481.82	3.4377e+06	1.9558	0.025243	0.97476	0.050486	1	False
VWA9_+_65903426.23-P1P2	VWA9__P1P2	1945.5	90.711/262.72	1945.5	176.72	-3.4533	14794	2.5889e+06	1.9534	0.025388	0.97461	0.050776	1	False
RBM7_+_114271574.23-P1P2	RBM7__P1P2	1380	99.033/139.29	1380	119.16	-3.5226	810.26	1.8363e+06	1.9464	0.025803	0.9742	0.051605	1	False
TGDS__P1P2__primary__FWD__82	TGDS__P1P2	1260.9	67.409/149.48	1260.9	108.44	-3.5273	3367.9	1.6778e+06	1.9444	0.025923	0.97408	0.051846	1	False
MCTS1__P1P2__primary__FWD__57	MCTS1__P1P2	1557.5	172.27/105.32	1557.5	138.79	-3.4788	2241.2	2.0725e+06	1.9398	0.026203	0.9738	0.052405	1	False
NDUFS8_-_67798187.23-P1P2	NDUFS8__P1P2	1422.5	19.973/231.01	1422.5	125.49	-3.4923	22269	1.8929e+06	1.9384	0.026288	0.97371	0.052575	1	False
PMVK_-_154909252.23-P1P2	PMVK__P1P2	1942.4	210.55/156.27	1942.4	183.41	-3.3976	1472.8	2.5847e+06	1.9354	0.026472	0.97353	0.052944	1	False
MCTS1__P1P2__primary__FWD__73	MCTS1__P1P2	1871.1	194.74/157.41	1871.1	176.07	-3.4023	696.74	2.4899e+06	1.9324	0.026653	0.97335	0.053306	1	False
RPS14_+_149829260.23-P1P2	RPS14__P1P2	904.73	63.248/97.389	904.73	80.318	-3.4774	582.8	1.2039e+06	1.9281	0.026921	0.97308	0.053843	1	False
