sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CSDE1__P1P2__secondary__FWD__27	CSDE1__P1P2	2696.3	83269/88157	2696.3	85713	4.99	1.1945e+07	3.3143e+08	4.56	1	4.5757e-06	9.1513e-06	0.0031673	True
NF2__29999349__RVS__91	NF2__29999349	3529	1.0544e+05/1.0354e+05	3529	1.0449e+05	4.8875	1.8079e+06	6.467e+08	3.97	0.99994	6.474e-05	0.00012948	0.043269	True
CCDC6_-_61666322.23-P1P2	CCDC6__P1P2	2891.3	80489/82164	2891.3	81326	4.8134	1.404e+06	3.9421e+08	3.9504	0.99993	6.9916e-05	0.00013983	0.04517	True
TP53BP1_+_43785299.23-P1	TP53BP1__P1	1893	47535/47219	1893	47377	4.6447	49882	1.3769e+08	3.8762	0.99991	9.4033e-05	0.00018807	0.058792	True
NF2__29999349__RVS__92	NF2__29999349	3393	1.037e+05/90226	3393	96962	4.8364	9.0747e+07	5.8655e+08	3.8635	0.9999	0.00010058	0.00020117	0.060923	True
FAM122A_-_71394989.23-P1P2	FAM122A__P1P2	3272.8	99387/81168	3272.8	90277	4.7853	1.6596e+08	5.3629e+08	3.757	0.99985	0.00015459	0.00030918	0.090796	True
USP28__P1P2__primary__FWD__67	USP28__P1P2	3909.1	1.1197e+05/1.0855e+05	3909.1	1.1026e+05	4.8175	5.8506e+06	8.3372e+08	3.6831	0.99979	0.00020798	0.00041596	0.11856	True
USP28_+_113745821.23-P1P2	USP28__P1P2	3241.9	80665/90739	3241.9	85702	4.724	5.0742e+07	5.2379e+08	3.603	0.99972	0.00028271	0.00056542	0.15656	True
NF2__29999349__FWD__97	NF2__29999349	4561.9	1.2987e+05/1.1606e+05	4561.9	1.2297e+05	4.7522	9.5249e+07	1.2235e+09	3.3851	0.99936	0.00064469	0.0012894	0.33636	True
CSDE1_+_115300577.23-P1P2	CSDE1__P1P2	3670.8	90367/95080	3670.8	92723	4.6584	1.1108e+07	7.1317e+08	3.3346	0.99923	0.00076992	0.0015398	0.33636	True
FAM122A_-_71395132.23-P1P2	FAM122A__P1P2	2707.8	64909/61632	2707.8	63270	4.5458	5.3694e+06	3.3496e+08	3.3091	0.99916	0.00083756	0.0016751	0.33636	True
NF2__29999349__RVS__25	NF2__29999349	2984.2	71490/70511	2984.2	71000	4.572	4.7963e+05	4.2641e+08	3.2938	0.99911	0.00088651	0.001773	0.33636	True
TP53BP1_+_43785309.23-P1	TP53BP1__P1	2935.2	70609/67314	2935.2	68962	4.5538	5.4306e+06	4.0925e+08	3.2638	0.99901	0.0009856	0.0019712	0.33636	True
TP53BP1__P1__primarysecondary__FWD__72	TP53BP1__P1	3172	77070/69983	3172	73526	4.5343	2.5113e+07	4.9622e+08	3.1583	0.99857	0.0014255	0.0028511	0.33636	True
TP53BP1_+_43785287.23-P1	TP53BP1__P1	3344.8	82083/73997	3344.8	78040	4.5438	3.2689e+07	5.6607e+08	3.1395	0.99848	0.0015223	0.0030445	0.33636	True
TP53BP1__P1__primarysecondary__RVS__67	TP53BP1__P1	3459.2	81310/78186	3459.2	79748	4.5265	4.8785e+06	6.1539e+08	3.0753	0.99811	0.0018932	0.0037863	0.33636	True
TP53BP1_+_43785094.23-P1	TP53BP1__P1	2498.3	54792/50763	2498.3	52777	4.4003	8.1149e+06	2.7426e+08	3.036	0.99786	0.0021405	0.0042809	0.33636	True
NDUFS8_-_67798204.23-P1P2	NDUFS8__P1P2	2300.4	26.922/26.213	2300.4	26.568	-6.3834	0.25092	2.2343e+08	3.0236	0.0012489	0.99875	0.0024978	0.33636	False
CEP63__P1P2__secondary__FWD__65	CEP63__P1P2	2596.2	35.896/41.193	2596.2	38.544	-6.0374	14.028	3.0173e+08	2.9546	0.0015652	0.99843	0.0031303	0.33636	False
TP53BP1__P1__primarysecondary__FWD__65	TP53BP1__P1	2950.3	62313/62884	2950.3	62598	4.4067	1.6285e+05	4.145e+08	2.9298	0.99696	0.0030418	0.0060836	0.33636	True
CEP63__P1P2__secondary__FWD__66	CEP63__P1P2	2898.5	28.044/69.903	2898.5	48.973	-5.8585	876.09	3.9666e+08	2.9218	0.0017403	0.99826	0.0034805	0.33636	False
DROSHA__31531421__RVS__39	DROSHA__31531421	2178	43.748/28.71	2178	36.229	-5.8711	113.07	1.9506e+08	2.9079	0.0018196	0.99818	0.0036392	0.33636	False
CFDP1_-_75467341.23-P1	CFDP1__P1	2805.7	58.331/43.689	2805.7	51.01	-5.7539	107.19	3.6585e+08	2.8967	0.0018856	0.99811	0.0037712	0.33636	False
CFDP1_-_75467338.23-P1	CFDP1__P1	2317.7	41.505/44.937	2317.7	43.221	-5.7124	5.8922	2.2762e+08	2.876	0.0020136	0.99799	0.0040272	0.33636	False
WDR48_+_39093574.23-P1P2	WDR48__P1P2	1961.4	33.652/37.448	1961.4	35.55	-5.7466	7.2028	1.5037e+08	2.874	0.0020267	0.99797	0.0040534	0.33636	False
WDR89_-_64108336.23-P1P2	WDR89__P1P2	2084.5	31.409/49.93	2084.5	40.67	-5.6452	171.52	1.7491e+08	2.8547	0.0021541	0.99785	0.0043082	0.33636	False
DEGS1__P1P2__primary__RVS__26	DEGS1__P1P2	1755.5	34.774/32.455	1755.5	33.614	-5.6652	2.6896	1.1418e+08	2.8493	0.0021911	0.99781	0.0043821	0.33636	False
MYSM1__P1P2__primary__FWD__34	MYSM1__P1P2	1813.1	35.896/34.951	1813.1	35.424	-5.6382	0.44607	1.2371e+08	2.845	0.0022207	0.99778	0.0044415	0.33636	False
CTDSPL2_-_44719841.23-P1P2	CTDSPL2__P1P2	2057.8	57.209/26.213	2057.8	41.711	-5.5911	480.36	1.6941e+08	2.8417	0.0022439	0.99776	0.0044878	0.33636	False
TUBA1C__P1P2__primarysecondary__RVS__25	TUBA1C__P1P2	1838.3	29.165/43.689	1838.3	36.427	-5.6189	105.47	1.2802e+08	2.8414	0.0022459	0.99775	0.0044918	0.33636	False
GTF2H2_+_70363440.23-ENST00000274400.5_ENST00000330280.7	GTF2H2__ENST00000274400.5_ENST00000330280.7	2440.7	41.505/67.406	2440.7	54.455	-5.4604	335.44	2.5883e+08	2.8224	0.0023831	0.99762	0.0047662	0.33636	False
RAD9A_-_67159466.23-P1P2	RAD9A__P1P2	1484.9	28.044/32.455	1484.9	30.249	-5.5714	9.7292	7.5335e+07	2.8184	0.0024133	0.99759	0.0048266	0.33636	False
ANKRA2_-_72861421.23-P1P2	ANKRA2__P1P2	1982.3	69.548/18.724	1982.3	44.136	-5.4574	1291.6	1.5438e+08	2.8091	0.0024843	0.99752	0.0049686	0.33636	False
EXOSC1_-_99205715.23-P1P2	EXOSC1__P1P2	2636.5	41.505/83.634	2636.5	62.569	-5.3747	887.42	3.135e+08	2.8078	0.002494	0.99751	0.004988	0.33636	False
PPIL1_+_36842544.23-P1P2	PPIL1__P1P2	2707.1	91.983/38.696	2707.1	65.34	-5.3512	1419.8	3.3474e+08	2.8041	0.0025225	0.99748	0.0050449	0.33636	False
LOC730183_-_30709787.23-NM_001256932	LOC730183__NM_001256932	1833.3	48.235/36.2	1833.3	42.217	-5.4074	72.426	1.2715e+08	2.7929	0.0026116	0.99739	0.0052233	0.33636	False
INTS10_+_19675000.23-P1P2	INTS10__P1P2	2332.1	50.479/63.661	2332.1	57.07	-5.3283	86.893	2.3114e+08	2.7895	0.0026392	0.99736	0.0052783	0.33636	False
RNF8_-_37321900.23-P1P2	RNF8__P1P2	2080.9	65.061/37.448	2080.9	51.255	-5.3162	381.25	1.7416e+08	2.7797	0.0027206	0.99728	0.0054412	0.33636	False
ORC5_-_103848430.23-P1P2	ORC5__P1P2	2887	145.83/12.483	2887	79.155	-5.1711	8890.4	3.9275e+08	2.7672	0.0028267	0.99717	0.0056534	0.33636	False
TBCC__P1P2__primary__FWD__6	TBCC__P1P2	2076.5	52.722/54.924	2076.5	53.823	-5.244	2.4232	1.7327e+08	2.7629	0.0028642	0.99714	0.0057283	0.33636	False
UHRF1__P1P2__secondary__FWD__69	UHRF1__P1P2	2114.7	29.165/81.137	2114.7	55.151	-5.2357	1350.5	1.8128e+08	2.7622	0.002871	0.99713	0.0057419	0.33636	False
RAD9A__P1P2__primarysecondary__FWD__35	RAD9A__P1P2	2049.9	74.035/32.455	2049.9	53.245	-5.2406	864.47	1.678e+08	2.7614	0.002878	0.99712	0.005756	0.33636	False
CEP63_-_134205066.23-P1P2	CEP63__P1P2	2406.9	50.479/79.889	2406.9	65.184	-5.1852	432.48	2.5001e+08	2.7587	0.0029014	0.9971	0.0058027	0.33636	False
ZRSR2_+_15808666.23-P1P2	ZRSR2__P1P2	2470.3	65.061/73.647	2470.3	69.354	-5.1345	36.861	2.6667e+08	2.7487	0.0029915	0.99701	0.005983	0.33636	False
RBM14-RBM4_+_66406421.23-P2	RBM14-RBM4__P2	1721	38.139/52.427	1721	45.283	-5.2174	102.07	1.0868e+08	2.7452	0.0030237	0.99698	0.0060473	0.33636	False
PARN_-_14723856.23-P1P2	PARN__P1P2	2034.8	45.992/64.91	2034.8	55.451	-5.1725	178.95	1.6474e+08	2.7451	0.0030242	0.99698	0.0060484	0.33636	False
CEP63__P1P2__secondary__FWD__59	CEP63__P1P2	2185.9	62.818/58.668	2185.9	60.743	-5.1465	8.609	1.9683e+08	2.7437	0.0030379	0.99696	0.0060757	0.33636	False
UBR5__P1P2__primary__FWD__26	UBR5__P1P2	3204.4	86.374/108.6	3204.4	97.487	-5.0244	246.96	5.089e+08	2.7404	0.0030679	0.99693	0.0061358	0.33636	False
ASUN_-_27090898.23-P1P2	ASUN__P1P2	2631.5	102.08/56.172	2631.5	79.125	-5.038	1053.7	3.1201e+08	2.7305	0.0031615	0.99684	0.0063229	0.33636	False
DNMT1__P1P2__primary__RVS__64	DNMT1__P1P2	2551.6	71.792/82.385	2551.6	77.088	-5.0307	56.112	2.8901e+08	2.7268	0.0031973	0.9968	0.0063945	0.33636	False
C7orf26_+_6629657.23-P1P2	C7orf26__P1P2	2025.4	60.574/56.172	2025.4	58.373	-5.093	9.691	1.6287e+08	2.7264	0.0032014	0.9968	0.0064028	0.33636	False
non-targeting_00098	negative_control__na	2202.5	58.331/71.151	2202.5	64.741	-5.0669	82.178	2.0055e+08	2.7257	0.0032084	0.99679	0.0064169	0.33636	False
PPM1G__P1__primarysecondary__RVS__71	PPM1G__P1	1997.4	38.139/77.392	1997.4	57.766	-5.0877	770.39	1.5732e+08	2.7243	0.003222	0.99678	0.0064441	0.33636	False
WDR48__P1P2__primary__FWD__68	WDR48__P1P2	2188.1	13.461/116.09	2188.1	64.775	-5.0567	5266.2	1.9731e+08	2.7229	0.0032357	0.99676	0.0064714	0.33636	False
UBE2C_-_44441720.23-P1P2	UBE2C__P1P2	1688.6	42.626/52.427	1688.6	47.527	-5.1217	48.026	1.0367e+08	2.7217	0.0032472	0.99675	0.0064944	0.33636	False
INTS10__P1P2__primary__FWD__93	INTS10__P1P2	3121.6	155.92/46.186	3121.6	101.05	-4.9354	6021.1	4.7687e+08	2.7181	0.0032828	0.99672	0.0065656	0.33636	False
ANAPC13_-_134204795.23-P1P2	ANAPC13__P1P2	2220.5	69.548/66.158	2220.5	67.853	-5.0119	5.7473	2.0465e+08	2.7134	0.0033298	0.99667	0.0066596	0.33636	False
PPM1G__P1__primarysecondary__RVS__46	PPM1G__P1	2331.3	74.035/71.151	2331.3	72.593	-4.9861	4.1596	2.3097e+08	2.7106	0.0033585	0.99664	0.006717	0.33636	False
ANAPC13__P1P2__primary__FWD__69	ANAPC13__P1P2	2389.6	86.374/63.661	2389.6	75.018	-4.9749	257.94	2.4558e+08	2.7096	0.0033685	0.99663	0.006737	0.33636	False
HUS1_-_48019152.23-P1P2	HUS1__P1P2	2961.1	137.97/57.42	2961.1	97.697	-4.9075	3244.5	4.1828e+08	2.7081	0.0033835	0.99662	0.006767	0.33636	False
MLF1IP__P1P2__primary__FWD__48	MLF1IP__P1P2	3187.9	84.131/129.82	3187.9	106.98	-4.8843	1043.7	5.0239e+08	2.7077	0.0033878	0.99661	0.0067756	0.33636	False
CHERP_+_16653219.23-P1P2	CHERP__P1P2	1021.4	28.044/26.213	1021.4	27.129	-5.1837	1.6747	2.9743e+07	2.7068	0.0033971	0.9966	0.0067941	0.33636	False
FDXR__P1P2__primary__RVS__81	FDXR__P1P2	2879.1	84.131/107.35	2879.1	95.741	-4.8958	269.57	3.9008e+08	2.7035	0.0034306	0.99657	0.0068612	0.33636	False
TERF1__P1P2__secondary__RVS__23	TERF1__P1P2	2132	75.157/58.668	2132	66.913	-4.973	135.94	1.8498e+08	2.7017	0.0034493	0.99655	0.0068986	0.33636	False
BUB1_-_111435363.23-P1P2	BUB1__P1P2	1454.7	58.331/29.958	1454.7	44.145	-5.011	402.5	7.1584e+07	2.6864	0.0036109	0.99639	0.0072217	0.33636	False
VWA9_+_65903426.23-P1P2	VWA9__P1P2	2312.6	78.522/76.144	2312.6	77.333	-4.8844	2.828	2.2639e+08	2.6862	0.003613	0.99639	0.007226	0.33636	False
COG6_-_40229879.23-P1P2	COG6__P1P2	2186.7	61.696/83.634	2186.7	72.665	-4.8923	240.63	1.9699e+08	2.6844	0.0036329	0.99637	0.0072658	0.33636	False
non-targeting_00322	negative_control__na	1934.7	71.792/53.675	1934.7	62.733	-4.9247	164.1	1.4535e+08	2.6841	0.0036366	0.99636	0.0072733	0.33636	False
ZAR1L_-_32889540.23-P1P2	ZAR1L__P1P2	2376.7	67.305/93.62	2376.7	80.462	-4.8673	346.24	2.4228e+08	2.684	0.0036369	0.99636	0.0072738	0.33636	False
ANAPC13__P1P2__primary__RVS__49	ANAPC13__P1P2	2565.3	124.51/53.675	2565.3	89.095	-4.8321	2509	2.9287e+08	2.6809	0.0036716	0.99633	0.0073431	0.33636	False
MYSM1_+_59165688.23-P1P2	MYSM1__P1P2	1695.8	57.209/54.924	1695.8	56.066	-4.894	2.6118	1.0477e+08	2.6683	0.0038113	0.99619	0.0076226	0.33636	False
C19orf53_-_13885302.23-P1P2	C19orf53__P1P2	2205.4	72.913/82.385	2205.4	77.649	-4.8101	44.857	2.012e+08	2.6656	0.0038424	0.99616	0.0076847	0.33636	False
XRCC1__P1P2__primary__RVS__15	XRCC1__P1P2	2518.5	135.73/47.434	2518.5	91.583	-4.7662	3898.2	2.7979e+08	2.6641	0.0038592	0.99614	0.0077184	0.33636	False
MAD2L1BP__P1P2__secondary__FWD__75	MAD2L1BP__P1P2	646.35	14.583/21.22	646.35	17.902	-5.098	22.03	9.548e+06	2.6622	0.003882	0.99612	0.0077639	0.33636	False
CCDC6_-_61666417.23-P1P2	CCDC6__P1P2	2979.1	59114/56551	2979.1	57832	4.2785	3.2832e+06	4.2462e+08	2.662	0.99303	0.0069677	0.013935	0.33636	True
LCOR_+_98592971.23-P1P2	LCOR__P1P2	2599.8	108.81/83.634	2599.8	96.221	-4.7415	316.91	3.0277e+08	2.6605	0.0039016	0.9961	0.0078033	0.33636	False
NDUFS8_+_67798151.23-P1P2	NDUFS8__P1P2	2874.8	74.035/147.29	2874.8	110.67	-4.6867	2683.5	3.8863e+08	2.6544	0.0039728	0.99603	0.0079456	0.33636	False
PARL__P1P2__primarysecondary__FWD__49	PARL__P1P2	2712.1	125.64/82.385	2712.1	104.01	-4.6913	935.29	3.3629e+08	2.6515	0.004007	0.99599	0.0080139	0.33636	False
ZZZ3_-_78149063.23-P1P2	ZZZ3__P1P2	1589.3	58.331/51.179	1589.3	54.755	-4.834	25.576	8.9179e+07	2.6499	0.0040254	0.99597	0.0080509	0.33636	False
RIF1_+_152266651.23-P1P2	RIF1__P1P2	2460.9	61.696/126.07	2460.9	93.885	-4.6974	2072.3	2.6417e+08	2.6463	0.0040687	0.99593	0.0081374	0.33636	False
CMC2_-_81040415.23-P1P2	CMC2__P1P2	2185.2	120.03/43.689	2185.2	81.858	-4.7217	2913.7	1.9667e+08	2.6441	0.004096	0.9959	0.0081919	0.33636	False
CCDC137_-_79633802.23-P1P2	CCDC137__P1P2	1822.5	57.209/74.896	1822.5	66.052	-4.7652	156.41	1.253e+08	2.6424	0.0041161	0.99588	0.0082322	0.33636	False
MLF1IP__P1P2__primary__FWD__40	MLF1IP__P1P2	2286	72.913/101.11	2286	87.011	-4.6996	397.5	2.1997e+08	2.6418	0.0041227	0.99588	0.0082455	0.33636	False
METTL15_+_28129954.23-P2	METTL15__P2	1212.8	67.305/14.979	1212.8	41.142	-4.8481	1369	4.5572e+07	2.6364	0.00419	0.99581	0.00838	0.33636	False
PALB2_-_23652582.23-P1P2	PALB2__P1P2	1014.2	41.505/24.965	1014.2	33.235	-4.8901	136.78	2.9226e+07	2.6357	0.0041977	0.9958	0.0083954	0.33636	False
ESYT2_-_158622205.23-P1P2	ESYT2__P1P2	2383.9	112.17/77.392	2383.9	94.783	-4.638	604.91	2.4411e+08	2.63	0.0042689	0.99573	0.0085377	0.33636	False
RAD17_+_68665711.23-P1P2	RAD17__P1P2	2306.1	143.58/38.696	2306.1	91.14	-4.6461	5500.7	2.2482e+08	2.6297	0.0042728	0.99573	0.0085456	0.33636	False
DROSHA__31531421__RVS__38	DROSHA__31531421	2426.3	113.3/81.137	2426.3	97.217	-4.6273	517.11	2.5505e+08	2.6287	0.0042859	0.99571	0.0085718	0.33636	False
CENPF__P1P2__secondary__RVS__68	CENPF__P1P2	1555.4	59.453/54.924	1555.4	57.188	-4.7414	10.256	8.4539e+07	2.6264	0.0043151	0.99568	0.0086301	0.33636	False
SMN1__70220656__FWD__94	SMN1__70220656	1898.8	93.105/52.427	1898.8	72.766	-4.6867	827.35	1.3873e+08	2.6263	0.0043153	0.99568	0.0086307	0.33636	False
HUS1__P1P2__primary__RVS__57	HUS1__P1P2	2506.2	70.67/133.56	2506.2	102.12	-4.6037	1977.8	2.7642e+08	2.6253	0.0043288	0.99567	0.0086576	0.33636	False
PFDN1_-_139682694.23-P1P2	PFDN1__P1P2	2102.5	61.696/103.61	2102.5	82.651	-4.6522	878.21	1.7868e+08	2.6249	0.0043335	0.99567	0.0086669	0.33636	False
IPO5_+_98628927.23-P1P2	IPO5__P1P2	2097.4	88.618/77.392	2097.4	83.005	-4.6427	63.008	1.7762e+08	2.6225	0.0043647	0.99564	0.0087294	0.33636	False
NPLOC4__P1P2__primarysecondary__FWD__72	NPLOC4__P1P2	1261.8	45.992/44.937	1261.8	45.464	-4.7643	0.55562	5.0277e+07	2.6186	0.0044149	0.99559	0.0088298	0.33636	False
CHERP__P1P2__primary__FWD__78	CHERP__P1P2	1848.4	70.67/74.896	1848.4	72.783	-4.6476	8.9284	1.2977e+08	2.6152	0.004459	0.99554	0.008918	0.33636	False
BBC3__P1P2__secondary__FWD__29	BBC3__P1P2	3349.1	70981/59932	3349.1	65456	4.2883	6.1042e+07	5.6788e+08	2.6062	0.99177	0.0082344	0.016469	0.33636	True
KAT5__P1P2__secondary__FWD__55	KAT5__P1P2	2684.7	140.22/98.613	2684.7	119.42	-4.4792	865.51	3.2793e+08	2.6003	0.0046576	0.99534	0.0093151	0.33636	False
AP1B1__P1P2__secondary__FWD__36	AP1B1__P1P2	1933.3	52.722/108.6	1933.3	80.66	-4.566	1561.1	1.4509e+08	2.5986	0.0046806	0.99532	0.0093612	0.33636	False
KIAA0020_+_2843962.23-P1	KIAA0020__P1	2196.7	109.93/79.889	2196.7	94.91	-4.5182	451.27	1.9925e+08	2.5957	0.0047193	0.99528	0.0094385	0.33636	False
ACTR8_-_53915974.23-P1P2	ACTR8__P1P2	2212.6	79.644/114.84	2212.6	97.242	-4.4939	619.38	2.0284e+08	2.5904	0.0047934	0.99521	0.0095869	0.33636	False
ATRIP__P1P2__primary__FWD__12	ATRIP__P1P2	3117.3	170.51/124.83	3117.3	147.67	-4.3906	1043.3	4.7524e+08	2.5895	0.0048057	0.99519	0.0096115	0.33636	False
TP53BP1_+_43785295.23-P1	TP53BP1__P1	3474.3	74275/61835	3474.3	68055	4.2915	7.7378e+07	6.2209e+08	2.5893	0.99134	0.008659	0.017318	0.33636	True
GTF3C4__P1P2__primary__RVS__64	GTF3C4__P1P2	2175.9	97.592/93.62	2175.9	95.606	-4.494	7.8894	1.9458e+08	2.5893	0.0048091	0.99519	0.0096183	0.33636	False
PDSS1__P1P2__primarysecondary__RVS__74	PDSS1__P1P2	2794.9	152.56/108.6	2794.9	130.58	-4.4093	966.18	3.6236e+08	2.5863	0.004851	0.99515	0.0097019	0.33636	False
METTL15_-_28129999.23-P2	METTL15__P2	1992.3	84.131/89.875	1992.3	87.003	-4.5015	16.496	1.5634e+08	2.585	0.0048685	0.99513	0.0097371	0.33636	False
PPP6R3_-_68228241.23-P1P2	PPP6R3__P1P2	2026.9	151.44/27.462	2026.9	89.449	-4.4867	7684.8	1.6316e+08	2.5826	0.0049025	0.9951	0.0098049	0.33636	False
TIMM10_+_57298154.23-P1P2	TIMM10__P1P2	2118.3	96.47/92.371	2118.3	94.421	-4.4731	8.3999	1.8205e+08	2.5824	0.0049062	0.99509	0.0098123	0.33636	False
AUNIP_+_26185924.23-P1P2	AUNIP__P1P2	1593.6	72.913/61.165	1593.6	67.039	-4.5507	69.015	8.9782e+07	2.5819	0.004913	0.99509	0.0098259	0.33636	False
UBA3__P1P2__primarysecondary__FWD__68	UBA3__P1P2	2435.7	95.348/128.57	2435.7	111.96	-4.4311	551.87	2.575e+08	2.5819	0.0049132	0.99509	0.0098264	0.33636	False
