sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CMC2_+_81040467.23-P1P2	CMC2__P1P2	2553.8	120.85/223.15	2553.8	172	-3.8844	5232.9	3.5887e+09	2.846	0.0022136	0.99779	0.0044272	0.10725	False
TAF6_+_99716935.23-P1P2	TAF6__P1P2	1885.1	125.28/101.07	1885.1	113.18	-4.0461	293.02	1.5318e+09	2.8452	0.0022195	0.99778	0.004439	0.10725	False
PIGY_-_89444857.23-P1P2	PIGY__P1P2	2997.3	248.35/182.46	2997.3	215.4	-3.7924	2170.6	5.6228e+09	2.8452	0.0022195	0.99778	0.004439	0.10725	False
SUPT20H_+_37633798.23-P1P2	SUPT20H__P1P2	4081.8	3.569e+05/3.0912e+05	4081.8	3.3301e+05	6.3499	1.1413e+09	1.3369e+10	2.8449	0.99568	0.0043214	0.0086428	0.10725	True
UQCRC2__P1P2__primary__RVS__40	UQCRC2__P1P2	2303.1	98.673/200.83	2303.1	149.75	-3.9339	5218.4	2.6858e+09	2.8444	0.0022246	0.99778	0.0044492	0.10725	False
BCKDHA_-_41903767.23-P1	BCKDHA__P1	2400.5	82.043/240.21	2400.5	161.13	-3.8887	12509	3.0166e+09	2.8394	0.0022599	0.99774	0.0045197	0.10725	False
DROSHA__31531421__RVS__39	DROSHA__31531421	2519.3	257.22/94.51	2519.3	175.86	-3.8329	13236	3.4543e+09	2.8329	0.0023066	0.99769	0.0046131	0.10725	False
HUS1_+_48019133.23-P1P2	HUS1__P1P2	2861.2	175.17/246.78	2861.2	210.97	-3.7552	2563.6	4.9359e+09	2.8312	0.0023188	0.99768	0.0046377	0.10725	False
UBE2C_+_44441320.23-P1P2	UBE2C__P1P2	1995.7	103.11/153.58	1995.7	128.34	-3.9483	1273.7	1.7972e+09	2.8302	0.0023257	0.99767	0.0046515	0.10725	False
SDF2_+_26988894.23-P1P2	SDF2__P1P2	1856.1	123.06/110.26	1856.1	116.66	-3.9803	81.948	1.4666e+09	2.8286	0.0023376	0.99766	0.0046752	0.10725	False
PIGY__P1P2__secondary__RVS__43	PIGY__P1P2	2663.6	213.98/174.58	2663.6	194.28	-3.7703	775.98	4.0385e+09	2.8258	0.0023584	0.99764	0.0047168	0.10725	False
FNBP4_-_47788826.23-P1P2	FNBP4__P1P2	2372.8	241.69/89.26	2372.8	165.48	-3.8338	11618	2.9202e+09	2.8258	0.0023585	0.99764	0.0047169	0.10725	False
ILK__P1P2__primary__RVS__73	ILK__P1P2	2735.5	284.93/127.33	2735.5	206.13	-3.7237	12420	4.3515e+09	2.8186	0.0024115	0.99759	0.0048229	0.10725	False
RAD9A_-_67159481.23-P1P2	RAD9A__P1P2	2707.2	226.17/181.14	2707.2	203.66	-3.726	1013.7	4.2263e+09	2.8179	0.0024172	0.99758	0.0048345	0.10725	False
TMEM68_-_56685873.23-P1P2	TMEM68__P1P2	2118.6	162.98/131.26	2118.6	147.12	-3.839	502.85	2.1252e+09	2.813	0.0024538	0.99755	0.0049077	0.10725	False
UBE2C_-_44441720.23-P1P2	UBE2C__P1P2	1952.1	160.76/102.39	1952.1	131.57	-3.8809	1703.7	1.6894e+09	2.8124	0.0024583	0.99754	0.0049166	0.10725	False
SMN2__69345238__RVS__229	SMN2__69345238	2145.6	113.09/187.71	2145.6	150.4	-3.8256	2784.2	2.2019e+09	2.8116	0.0024649	0.99754	0.0049298	0.10725	False
INTS10__P1P2__primary__FWD__93	INTS10__P1P2	3131.3	249.45/273.03	3131.3	261.24	-3.5783	277.89	6.3566e+09	2.8028	0.0025332	0.99747	0.0050663	0.10725	False
C1QTNF9B-AS1_+_24463433.23-P1P2	C1QTNF9B-AS1__P1P2	1878.2	129.72/127.33	1878.2	128.52	-3.8589	2.856	1.5161e+09	2.8028	0.0025333	0.99747	0.0050666	0.10725	False
FNBP4_+_47788821.23-P1P2	FNBP4__P1P2	1675.8	154.11/65.632	1675.8	109.87	-3.9188	3913.9	1.1012e+09	2.8024	0.0025364	0.99746	0.0050728	0.10725	False
HUS1_+_48018777.23-P1P2	HUS1__P1P2	2893	286.04/186.4	2893	236.22	-3.6088	4964.6	5.0912e+09	2.7998	0.0025568	0.99744	0.0051136	0.10725	False
MYSM1_+_59165708.23-P1P2	MYSM1__P1P2	2502.7	222.85/164.08	2502.7	193.46	-3.6865	1726.7	3.3909e+09	2.7993	0.0025608	0.99744	0.0051215	0.10725	False
NAE1_+_66864833.23-P1P2	NAE1__P1P2	2585.6	172.95/234.96	2585.6	203.96	-3.6576	1922.5	3.7154e+09	2.7968	0.0025803	0.99742	0.0051606	0.10725	False
UQCRC2__P1P2__secondary__RVS__277	UQCRC2__P1P2	3092.6	307.11/221.84	3092.6	264.47	-3.5427	3635.4	6.1389e+09	2.7932	0.0026092	0.99739	0.0052183	0.10725	False
PAN2_-_56727782.23-P1P2	PAN2__P1P2	3216.3	282.71/278.28	3216.3	280.5	-3.5146	9.8338	6.8523e+09	2.7918	0.0026206	0.99738	0.0052411	0.10725	False
FNBP4__P1P2__secondary__RVS__42	FNBP4__P1P2	2769.3	210.65/246.78	2769.3	228.71	-3.5922	652.56	4.5042e+09	2.7906	0.0026304	0.99737	0.0052608	0.10725	False
HMGCR__P1P2__secondary__FWD__99	HMGCR__P1P2	1829.9	108.65/149.64	1829.9	129.15	-3.8143	840.09	1.4092e+09	2.7895	0.0026393	0.99736	0.0052787	0.10725	False
ANAPC13_-_134204795.23-P1P2	ANAPC13__P1P2	2233.3	94.238/246.78	2233.3	170.51	-3.7035	11634	2.4638e+09	2.789	0.0026434	0.99736	0.0052868	0.10725	False
PIGY_-_89444569.23-P1P2	PIGY__P1P2	2298.9	196.24/161.45	2298.9	178.85	-3.6767	604.91	2.6723e+09	2.7866	0.0026635	0.99734	0.0053269	0.10725	False
TIMM17B_+_48754993.23-P1P2	TIMM17B__P1P2	2658.1	289.37/150.95	2658.1	220.16	-3.5878	9579.1	4.0151e+09	2.7845	0.0026803	0.99732	0.0053606	0.10725	False
SMN1__70220656__FWD__94	SMN1__70220656	1932.1	196.24/89.26	1932.1	142.75	-3.7493	5722.1	1.6413e+09	2.7815	0.0027055	0.99729	0.0054111	0.10725	False
CHTF18__P1P2__primary__FWD__49	CHTF18__P1P2	2732.7	228.39/233.65	2732.7	231.02	-3.5585	13.839	4.3392e+09	2.7814	0.0027065	0.99729	0.0054129	0.10725	False
NAA30__P1P2__primarysecondary__FWD__43	NAA30__P1P2	2410.1	192.91/195.58	2410.1	194.25	-3.6263	3.5706	3.0508e+09	2.781	0.0027092	0.99729	0.0054185	0.10725	False
NDUFAF6__P1P2__secondary__RVS__75	NDUFAF6__P1P2	1869.3	177.39/95.823	1869.3	136.61	-3.7646	3326.6	1.4959e+09	2.7809	0.0027106	0.99729	0.0054212	0.10725	False
NDUFS8__P1P2__primary__FWD__64	NDUFS8__P1P2	2985.6	270.52/255.97	2985.6	263.24	-3.4985	105.91	5.5613e+09	2.7789	0.0027273	0.99727	0.0054547	0.10725	False
CHTF18_+_839092.23-P1P2	CHTF18__P1P2	2446.1	134.15/265.15	2446.1	199.65	-3.6083	8580.8	3.18e+09	2.7788	0.002728	0.99727	0.0054561	0.10725	False
SUFU__104263513__FWD__26	SUFU__104263513	3975.4	3.0722e+05/3.1951e+05	3975.4	3.1337e+05	6.3002	7.5543e+07	1.2414e+10	2.7768	0.99466	0.0053374	0.010675	0.10725	True
CDC26__P1P2__secondary__FWD__44	CDC26__P1P2	1735.2	78.717/174.58	1735.2	126.65	-3.7657	4595	1.2142e+09	2.772	0.002786	0.99721	0.005572	0.10725	False
MOSPD2_+_14891557.23-P1P2	MOSPD2__P1P2	2442.6	179.61/229.71	2442.6	204.66	-3.5707	1255.3	3.1675e+09	2.7701	0.0028019	0.9972	0.0056039	0.10725	False
MEAF6_-_37980319.23-P1P2	MEAF6__P1P2	2112.4	168.52/166.71	2112.4	167.61	-3.6478	1.6466	2.1078e+09	2.7695	0.0028071	0.99719	0.0056142	0.10725	False
PRKRIR_-_76092044.23-P1P2	PRKRIR__P1P2	2424.6	178.5/229.71	2424.6	204.11	-3.5639	1311.4	3.1026e+09	2.7676	0.0028231	0.99718	0.0056463	0.10725	False
PDS5B_-_33160727.23-P1P2	PDS5B__P1P2	2444.7	180.72/236.28	2444.7	208.5	-3.5452	1543.4	3.175e+09	2.7644	0.0028511	0.99715	0.0057022	0.10725	False
ACTR8_-_53915974.23-P1P2	ACTR8__P1P2	2050.9	121.96/207.4	2050.9	164.68	-3.6305	3650.2	1.9402e+09	2.7619	0.0028732	0.99713	0.0057465	0.10725	False
WDR48__P1P2__primary__FWD__74	WDR48__P1P2	1958.4	207.32/102.39	1958.4	154.86	-3.6521	5506	1.7046e+09	2.7611	0.0028806	0.99712	0.0057612	0.10725	False
U2SURP_+_142720818.23-P1P2	U2SURP__P1P2	2389.4	250.56/158.83	2389.4	204.7	-3.5387	4207.5	2.9778e+09	2.7601	0.0028894	0.99711	0.0057788	0.10725	False
NDUFAF6__P1P2__secondary__RVS__59	NDUFAF6__P1P2	3637	450.13/301.91	3637	376.02	-3.2704	10984	9.6726e+09	2.752	0.0029613	0.99704	0.0059226	0.10725	False
CMC1_-_28283142.23-P1P2	CMC1__P1P2	2887.5	274.95/274.34	2887.5	274.65	-3.3894	0.18724	5.0639e+09	2.7499	0.0029807	0.99702	0.0059613	0.10725	False
MCM7__P1P2__primary__FWD__52	MCM7__P1P2	1712.4	115.3/152.27	1712.4	133.78	-3.6682	683.14	1.17e+09	2.7481	0.0029974	0.997	0.0059949	0.10725	False
PIGY_+_89444884.23-P1P2	PIGY__P1P2	2941.3	260.54/307.16	2941.3	283.85	-3.3687	1086.6	5.3334e+09	2.7475	0.0030024	0.997	0.0060049	0.10725	False
NDUFS8_-_67798187.23-P1P2	NDUFS8__P1P2	2258.2	110.87/283.53	2258.2	197.2	-3.5108	14906	2.5415e+09	2.7466	0.0030106	0.99699	0.0060212	0.10725	False
MKI67_+_129924628.23-P1P2	MKI67__P1P2	2271.3	289.37/111.57	2271.3	200.47	-3.4955	15805	2.5832e+09	2.7439	0.003036	0.99696	0.0060721	0.10725	False
CENPF__P1P2__secondary__RVS__68	CENPF__P1P2	2100.7	182.93/177.21	2100.7	180.07	-3.5369	16.396	2.0751e+09	2.7435	0.0030391	0.99696	0.0060783	0.10725	False
TMEM68_-_56685864.23-P1P2	TMEM68__P1P2	2485.4	215.08/240.21	2485.4	227.65	-3.4429	315.72	3.3257e+09	2.7432	0.0030424	0.99696	0.0060848	0.10725	False
CNOT3_+_54641532.23-P1P2	CNOT3__P1P2	2044.7	232.82/122.08	2044.7	177.45	-3.519	6132.6	1.9238e+09	2.736	0.0031092	0.99689	0.0062184	0.10725	False
NDUFS8_+_67798148.23-P1P2	NDUFS8__P1P2	2598.7	131.93/366.23	2598.7	249.08	-3.3779	27447	3.7685e+09	2.7339	0.0031291	0.99687	0.0062582	0.10725	False
MINOS1-NBL1__P1P2__secondary__FWD__35	MINOS1-NBL1__P1P2	2664.3	307.11/208.71	2664.3	257.91	-3.3638	4840.9	4.0415e+09	2.7339	0.0031297	0.99687	0.0062595	0.10725	False
MIEF1_+_39898380.23-P1P2	MIEF1__P1P2	2222.2	271.63/133.89	2222.2	202.76	-3.4477	9485.9	2.4298e+09	2.7302	0.0031651	0.99683	0.0063303	0.10725	False
ILK_+_6625020.23-P1P2	ILK__P1P2	2214.6	117.52/287.47	2214.6	202.49	-3.4447	14441	2.4065e+09	2.729	0.0031761	0.99682	0.0063522	0.10725	False
MTF1_-_38325222.23-P1P2	MTF1__P1P2	2690.6	270.52/261.22	2690.6	265.87	-3.3343	43.279	4.1541e+09	2.7283	0.0031827	0.99682	0.0063654	0.10725	False
MIEF1_-_39898398.23-P1P2	MIEF1__P1P2	1868.6	137.48/183.77	1868.6	160.62	-3.532	1071.5	1.4943e+09	2.7277	0.0031889	0.99681	0.0063777	0.10725	False
TRIM52_-_180688099.23-P1P2	TRIM52__P1P2	2287.2	276.06/149.64	2287.2	212.85	-3.4195	7991.2	2.6341e+09	2.7273	0.0031925	0.99681	0.0063851	0.10725	False
ANKRD17_+_74124498.23-P1P2	ANKRD17__P1P2	2597.3	213.98/294.03	2597.3	254	-3.349	3204.4	3.7629e+09	2.7272	0.0031933	0.99681	0.0063866	0.10725	False
ANKRD17__P1P2__primary__FWD__28	ANKRD17__P1P2	2094.4	190.69/186.4	2094.4	188.54	-3.4666	9.2399	2.0579e+09	2.727	0.0031953	0.9968	0.0063906	0.10725	False
CHERP_+_16653219.23-P1P2	CHERP__P1P2	1773.2	139.69/160.14	1773.2	149.92	-3.5554	209.06	1.2902e+09	2.7265	0.0032004	0.9968	0.0064008	0.10725	False
CTDSPL2_-_44719837.23-P1P2	CTDSPL2__P1P2	2325.9	128.61/308.47	2325.9	218.54	-3.4058	16175	2.761e+09	2.7263	0.0032024	0.9968	0.0064049	0.10725	False
TIMM17B_+_48755000.23-P1P2	TIMM17B__P1P2	2859.1	327.06/257.28	2859.1	292.17	-3.2863	2434.9	4.9259e+09	2.7251	0.0032146	0.99679	0.0064291	0.10725	False
NKRF__P1P2__secondary__FWD__71	NKRF__P1P2	2508.2	191.8/297.97	2508.2	244.89	-3.3512	5635.7	3.4119e+09	2.7233	0.0032316	0.99677	0.0064632	0.10725	False
CMC1__P1P2__primarysecondary__FWD__71	CMC1__P1P2	2644.3	178.5/349.16	2644.3	263.83	-3.3203	14563	3.9568e+09	2.7229	0.0032353	0.99676	0.0064707	0.10725	False
CENPF_-_214776800.23-P1P2	CENPF__P1P2	3458.7	389.15/380.67	3458.7	384.91	-3.1643	35.977	8.4014e+09	2.7214	0.0032506	0.99675	0.0065012	0.10725	False
MYSM1_+_59165638.23-P1P2	MYSM1__P1P2	2427.4	294.91/175.89	2427.4	235.4	-3.3607	7082.4	3.1125e+09	2.7213	0.0032509	0.99675	0.0065018	0.10725	False
WDR70__P1P2__primary__RVS__76	WDR70__P1P2	2658.8	172.95/367.54	2658.8	270.25	-3.2936	18932	4.018e+09	2.7175	0.003289	0.99671	0.0065779	0.10725	False
TAF11_-_34855779.23-P1P2	TAF11__P1P2	2091	120.85/267.78	2091	194.31	-3.421	10795	2.0484e+09	2.7163	0.0033006	0.9967	0.0066012	0.10725	False
BTAF1_+_93683628.23-P1P2	BTAF1__P1P2	2482	253.89/241.53	2482	247.71	-3.3195	76.421	3.3127e+09	2.7147	0.0033169	0.99668	0.0066338	0.10725	False
MRRF__P1P2__secondary__RVS__36	MRRF__P1P2	3274.3	409.1/325.54	3274.3	367.32	-3.1526	3492	7.2046e+09	2.7116	0.0033476	0.99665	0.0066951	0.10725	False
MBIP_+_36789756.23-P1P2	MBIP__P1P2	2589	298.24/233.65	2589	265.94	-3.2784	2085.7	3.7293e+09	2.7106	0.0033583	0.99664	0.0067166	0.10725	False
TIMM10__P1P2__secondary__RVS__43	TIMM10__P1P2	3118.2	322.63/367.54	3118.2	345.08	-3.172	1008.5	6.2822e+09	2.7098	0.0033658	0.99663	0.0067316	0.10725	False
NFYB_+_104531929.23-P1P2	NFYB__P1P2	2184.9	177.39/244.15	2184.9	210.77	-3.3677	2228.6	2.3171e+09	2.7096	0.0033684	0.99663	0.0067368	0.10725	False
MINOS1-NBL1_-_19923887.23-P1P2	MINOS1-NBL1__P1P2	2923.4	343.69/290.09	2923.4	316.89	-3.2015	1436.4	5.2426e+09	2.7084	0.0033806	0.99662	0.0067612	0.10725	False
ANAPC13_+_134204787.23-P1P2	ANAPC13__P1P2	2820.5	216.19/387.23	2820.5	301.71	-3.2204	14627	4.7412e+09	2.7082	0.003383	0.99662	0.0067659	0.10725	False
PMVK_+_154909206.23-P1P2	PMVK__P1P2	2346.6	232.82/234.96	2346.6	233.89	-3.3211	2.2874	2.8305e+09	2.7079	0.0033855	0.99661	0.006771	0.10725	False
C1QTNF9B-AS1_+_24463328.23-P1P2	C1QTNF9B-AS1__P1P2	2966.9	339.26/311.1	2966.9	325.18	-3.1857	396.54	5.4644e+09	2.7066	0.0033985	0.9966	0.006797	0.10725	False
MKI67_+_129924624.23-P1P2	MKI67__P1P2	2241.6	286.04/158.83	2241.6	222.44	-3.3272	8091.3	2.4895e+09	2.7035	0.0034308	0.99657	0.0068617	0.10725	False
XRCC1__P1P2__primary__RVS__15	XRCC1__P1P2	2589.7	204/341.29	2589.7	272.64	-3.243	9424.1	3.7321e+09	2.7024	0.0034416	0.99656	0.0068833	0.10725	False
CFDP1_-_75467338.23-P1	CFDP1__P1	2654.7	325.95/241.53	2654.7	283.74	-3.2214	3564	4.0005e+09	2.7006	0.0034607	0.99654	0.0069213	0.10725	False
CHERP__P1P2__primary__FWD__78	CHERP__P1P2	1910.7	235.04/126.01	1910.7	180.53	-3.3966	5943.5	1.5907e+09	2.6992	0.0034749	0.99653	0.0069498	0.10725	False
PARN_-_14723660.23-P1P2	PARN__P1P2	2569	280.5/265.15	2569	272.83	-3.2304	117.72	3.6489e+09	2.6985	0.0034826	0.99652	0.0069652	0.10725	False
FDXR__P1P2__primary__RVS__81	FDXR__P1P2	2881.9	318.19/322.91	2881.9	320.55	-3.1644	11.125	5.0368e+09	2.698	0.0034882	0.99651	0.0069763	0.10725	False
VWA9_-_65903465.23-P1P2	VWA9__P1P2	3384.8	318.19/484.36	3384.8	401.28	-3.0732	13807	7.9076e+09	2.6976	0.0034922	0.99651	0.0069843	0.10725	False
ORC5__P1P2__primarysecondary__FWD__49	ORC5__P1P2	2725.1	309.32/291.41	2725.1	300.36	-3.1773	160.51	4.3054e+09	2.6938	0.0035326	0.99647	0.0070652	0.10725	False
IBA57_-_228353555.23-P1P2	IBA57__P1P2	2517.2	312.65/227.09	2517.2	269.87	-3.2167	3660.5	3.4463e+09	2.6927	0.0035437	0.99646	0.0070873	0.10725	False
NRBP1_-_27651525.23-P1P2	NRBP1__P1P2	2050.2	204/203.46	2050.2	203.73	-3.3247	0.1451	1.9384e+09	2.6915	0.0035564	0.99644	0.0071127	0.10725	False
NRBP1_-_27651543.23-P1P2	NRBP1__P1P2	1867.2	123.06/234.96	1867.2	179.01	-3.3755	6260.7	1.4912e+09	2.6914	0.0035576	0.99644	0.0071153	0.10725	False
PRKDC_-_48872669.23-P1P2	PRKDC__P1P2	2719.6	315.98/296.66	2719.6	306.32	-3.1461	186.6	4.281e+09	2.6863	0.0036127	0.99639	0.0072255	0.10725	False
CCDC130_-_13858696.23-P1	CCDC130__P1	1986.7	255/141.77	1986.7	198.38	-3.3175	6410.8	1.7746e+09	2.6858	0.0036176	0.99638	0.0072352	0.10725	False
U2SURP__P1P2__primary__RVS__62	U2SURP__P1P2	2626.3	308.21/278.28	2626.3	293.25	-3.1585	448.04	3.8819e+09	2.6846	0.0036303	0.99637	0.0072606	0.10725	False
NAA30__P1P2__primarysecondary__FWD__55	NAA30__P1P2	3256.3	291.58/500.12	3256.3	395.85	-3.037	21743	7.0943e+09	2.6842	0.0036353	0.99636	0.0072706	0.10725	False
